StudyID,Authors,observations,Fever_37.3up,Fever_38up,Fever_39up,Fever,Cough,Sputumproduction,Sorethroat,Myalgia,Fatigue,Shortnessofbreath,Dyspnea,Headache,Nausea,Diarrhea,setting,Ethics,Date_first_time,Date_last,control_number,age_mean,age_median
957-138,Mcloughlin et al.,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,UK,2020/4/21,NA,NA,61.75,NA
"957-139 Probable or Confirmed COVID-19
Without Headache",Membrilla et al.,46,NA,NA,NA,29,33,NA,NA,16,NA,NA,26,NA,NA,NA,Cohort,American,2020/3/31,2020/4/27,NA,44.7,NA
"957-139 Probable or Confirmed COVID-19
With Headache",Membrilla et al.,99,NA,NA,NA,76,74,NA,NA,65,NA,NA,59,NA,NA,NA,Cohort,American,2020/3/31,2020/4/27,NA,40.4,NA
957-14,Benussi et al.,173,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/2/21,2020/4/5,NA,NA,72.3
957-140,Meng et al.,168,NA,NA,NA,156,121,70,NA,48,65,NA,59,22,18,44,Cohort,China,2020/1/16,2020/2/4,NA,56.8,NA
957-143,Moon et al.,352,27,NA,NA,NA,112,60,55,46,17,NA,32,43,4,13,Cohort,Korea,2020/2/18,2020/6/30,NA,56,NA
957-144,Mukherjee et al.,137,NA,NA,NA,90,88,NA,NA,27,NA,NA,98,NA,18,24,Cohort,New York,2020/3/10,2020/4/7,NA,59,59
957-145,Mu et al.,100,NA,NA,NA,80,53,NA,5,7,NA,NA,23,3,NA,3,Cohort,madrid,NA,NA,NA,NA,61.5
957-146,Yan et al.,1682,NA,NA,NA,1177,951,363,254,311,83,NA,425,216,73,233,Cohort, china,2020/2/4,2020/3/10,NA,NA,50
957-147,Nakagawara et al.,57,15,NA,NA,NA,8,8,11,NA,4,NA,NA,7,NA,1,Cohort,Japan,2020/3/28,2020/4/23,NA,35.4,NA
957-149,Nowak et al.,169,NA,NA,NA,74,56,NA,NA,NA,57,61,NA,NA,6,8,Cohort,Poland,2020/3/16,2020/4/7,NA,63.7,54
957-150,Shi et al.,134,NA,NA,NA,87,96,61,21,13,55,NA,12,12,14,13,Cohort,china,2020/1/23,2020/3/7,NA,NA,46
"957-151 Hospitalized
(Group A)",Paderno et al.,295,NA,NA,NA,274,190,NA,NA,NA,NA,NA,181,79,75,104,Cohort,Italy,2020/3/27,2020/4/1,NA,61.9,NA
957-151 Homequarantined        (Group B),Paderno et al.,213,NA,NA,NA,181,138,NA,NA,NA,NA,NA,73,119,39,67,Cohort,Italy,2020/3/27,2020/4/1,NA,44.7,NA
957-153,Paterson et al.,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Series,UK,2020/4/9,2020/5/15,NA,NA,NA
957-154,Peng et al.,49,NA,NA,NA,40,39,NA,4,9,28,NA,NA,5,15,11,Cohort,Italy,2020/2/1,2020/3/25,NA,NA,63
957-155,Petrocelli et al.,300,NA,NA,NA,204,95,NA,24,128,NA,NA,31,133,35,70,Cohort,Italy,2020/4/16,2020/5/2,NA,43.6,NA
957-156,Poncet et al.,139,NA,NA,NA,99,NA,NA,NA,NA,NA,NA,NA,82,NA,NA,Cohort,France,2020/2/27,2020/4/15,NA,48.5,83
957-157,Popov et al.,138,109,58,3,NA,95,NA,46,67,124,NA,NA,95,18,7,Cohort,Bulgaria,2020/3/1,2020/6/1,NA,52.9,NA
957-159,Wang et al.,43,NA,NA,NA,38,29,23,3,15,NA,6,NA,10,2,3,Cohort,china,2020/1/23,2020/2/16,NA,NA,NA
957-16,Radmanesh et al.,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,New York,2020/3/1,2020/3/31,NA,68.7,NA
957-160,Qin et al.,1875,NA,NA,NA,1469,741,514,NA,259,477,834,NA,123,139,311,Cohort,china,2020/1/27,2020/3/5,NA,NA,63
957-162,Raberahona et al.,2278,NA,NA,NA,1238,1545,NA,377,638,706,NA,456,634,107,110,Cohort,Madagascar,2020/7/4,2020/8/14,NA,NA,36
957-163,Rajkumar et al.,230,NA,NA,NA,NA,110,NA,106,NA,NA,NA,NA,NA,NA,NA,Cohort,India,2020/7/6,2020/7/12,NA,43.56,NA
957-164,Rifino et al.,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Cohort,Italy,2020/2/23,2020/4/30,NA,64.9,NA
957-165,Rojas et al.,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Germany,2020/3/21,2020/4/18,NA,46.5,NA
957-166,Rubio et al.,12066,NA,7915,NA,10346,9142,NA,1191,NA,NA,NA,7205,1402,NA,2943,Cohort,Spanish,2020/3/1,2020/7/31,NA,67,68
957-167,Salmon et al.,55,NA,NA,NA,16,22,NA,NA,17,NA,NA,2,38,NA,16,Cohort,France,2020/3/17,2020/3/25,NA,NA,34
957-168,Sarangi et al.,50,NA,NA,NA,17,8,NA,7,4,NA,NA,NA,2,NA,2,Cohort,India,2020/4/1,2020/5/20,NA,NA,6
957-169,Scullen et al.,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,"New
Orleans",2020/4/22,NA,NA,59.8,NA
957-17,Akhtar et al.,833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Canada,2019/9/1,2020/5/1,216,54.3,NA
957-170 COVID-19 positive,Shah et al.,33,NA,15,NA,27,28,10,9,20,28,NA,23,7,8,9,Case Control,USA,2020/2/3,2020/3/31,283,NA,63
957-170 COVID-19 negative,Shah et al.,283,NA,69,NA,125,208,77,73,77,140,NA,171,47,48,45,Case Control,USA,2020/2/3,2020/3/31,NA,NA,62
957-171,Shang et al.,307,81,103,28,213,122,71,5,39,53,NA,4,22,11,16,Cohort,China,2020/1/10,2020/3/3,NA,NA,46
957-172,Shekhar et al.,7,NA,NA,NA,6,4,NA,NA,1,NA,4,NA,NA,NA,NA,Case Series,U.S,2020/2/1,2020/4/29,NA,55,NA
957-174,Song et al.,69,NA,NA,NA,50,36,NA,6,7,12,17,NA,7,NA,8,Cohort,China,2020/1/14,2020/2/26,NA,NA,52
957-175,Speth et al.,103,NA,NA,NA,77,70,NA,NA,NA,NA,47,NA,NA,NA,NA,Cohort,USA,2020/3/3,2020/4/17,NA,46.8,NA
957-177,Sun et al.,84,47,NA,NA,47,53,13,3,16,16,NA,3,12,2,2,Cohort,China,2020/1/23,2020/2/19,NA,NA,46
957-178,Sung et al.,3060,NA,NA,NA,851,1204,761,NA,570,NA,NA,217,NA,80,209,Cohort,Korea,2020/1/21,2020/5/31,NA,NA,43
957-179,Swann et al.,651,NA,NA,NA,431,233,NA,NA,NA,NA,173,NA,NA,179,NA,Cohort,England,2020/1/17,2020/7/3,NA,NA,4.6
957-18,Kihira et al.,329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,American,2020/3/16,2020/4/30,203,66.9,NA
957-180,Chen et al.,132,NA,NA,NA,70,66,18,NA,23,58,NA,NA,12,NA,11,Cohort,China,2020/1/17,2020/2/28,NA,NA,32
957-181,Chen et al.,203,NA,NA,NA,181,122,NA,NA,54,16,59,3,10,3,10,Cohort,China,2020/1/1,2020/2/10,NA,NA,54
957-182,Tabata et al.,71,NA,NA,NA,30,29,NA,11,NA,NA,NA,7,10,NA,8,Cohort,Japan,2020/2/11,2020/2/25,NA,NA,68
957-184,Tenforde et al.,350,NA,NA,NA,167,182,91,89,NA,198,114,NA,171,93,109,Cohort,United States,2020/4/15,2020/5/24,NA,NA,43
957-185,Tham et al.,1065,NA,NA,NA,818,624,NA,388,NA,NA,NA,NA,NA,NA,71,Cohort,Germany,2020/3/24,2020/4/16,NA,NA,34
957-186,Klopfenstein et al.,70,NA,54,NA,54,56,20,14,38,65,NA,24,51,22,28,Cohort,France,2020/3/1,2020/3/14,NA,57,NA
957-187,Tomlins et al.,95,NA,NA,NA,68,70,NA,6,13,NA,41,NA,9,13,11,Cohort,UK,2020/3/10,2020/3/30,NA,NA,75
957-188 SARS-CoV2-positive,Tostmann et al.,90,NA,NA,NA,51,53,NA,36,57,NA,20,NA,64,13,14,Cohort,Netherlands,2020/3/10,2020/3/29,NA,NA,NA
957-188  SARS-CoV2-negative,Tostmann et al.,713,NA,NA,NA,233,424,NA,400,143,NA,157,NA,296,17,20,Cohort,Netherlands,2020/3/10,2020/3/29,NA,NA,NA
957-189,Trigo et al.,576,NA,NA,NA,462,403,90,NA,139,NA,NA,292,NA,NA,192,Cohort,Spain,2020/3/8,2020/4/11,NA,67.2,NA
957-19,Jain et al.,3218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,American,2020/3/1,2020/4/13,NA,NA,62
957-190,Vacchiano et al.,192,NA,NA,NA,99,68,NA,15,37,NA,NA,45,46,NA,55,Cohort,Italy,NA,NA,NA,NA,59
957-191,Vaira et al.,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,2020/4/9,2020/4/10,NA,47.2,NA
957-192,Vee  et al.,247,14,NA,NA,14,80,34,33,14,NA,NA,14,7,7,24,Cohort,Malaysia,2020/3/9,2020/4/15,NA,NA,28
957-193,Vena et al.,317,285,NA,NA,285,156,9,NA,18,NA,167,NA,14,14,18,Cohort,Italy,2020/2/25,2020/3/25,NA,NA,71
957-194,Villarreal et al.,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Spain,2020/4/25,NA,NA,NA,43
957-195,Li W et al.,97,NA,NA,NA,55,43,43,NA,6,8,NA,NA,7,NA,6,Cohort,European,2020/1/17,2020/2/21,NA,66.2,45
957-196,Wang et al.,123,NA,NA,NA,77,66,NA,NA,NA,14,NA,44,NA,NA,10,Cohort,China,2020/2/10,2020/3/27,NA,NA,68
957-198,Zhang et al.,91,78,61,12,78,59,30,NA,18,24,NA,24,NA,11,NA,Cohort,China,2020/1/17,2020/2/29,NA,NA,74.9
957-199,Wang et al.,28,NA,NA,NA,26,23,7,NA,NA,18,NA,16,3,6,12,Cohort,China,2020/1/29,2020/2/10,NA,68.6,NA
957-2,Boscolo et al.,202,NA,NA,NA,104,116,NA,59,85,NA,NA,NA,80,38,84,Cohort,UK,2020/3/19,2020/3/22,NA,NA,56
957-20,Vaira et al.,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Italy,NA,NA,NA,48.5,NA
957-200,Wang et al.,199,145,68,7,NA,121,NA,13,55,55,NA,2,NA,NA,17,Cohort,China,2020/1/27,2020/2/27,NA,46.3,46.3
957-201,Wang et al.,59,NA,NA,NA,47,46,NA,NA,10,20,NA,33,6,4,22,Cohort,China,2020/2/2,2020/3/1,NA,67.4,NA
957-202,Wang et al.,293,NA,NA,NA,209,150,50,11,17,NA,NA,81,10,6,19,Cohort,China,2019/12/30,2020/2/29,NA,NA,59.2
957-203,Wang et al.,56,34,12,2,42,34,12,8,6,10,15,NA,7,3,3,Cohort,China,2020/1/24,2020/2/17,NA,NA,45
957-204,Wang et al.,421,255,174,35,255,219,32,102,96,NA,NA,41,44,NA,11,Cohort,China,2020/2/9,2020/3/5,NA,NA,52
957-205 Younger,Wei et al.,102,NA,NA,NA,71,63,NA,NA,NA,38,NA,12,NA,NA,NA,Cohort,China,2020/1/3,2020/3/16,NA,NA,37
957-205 Middle-aged,Wei et al.,157,NA,NA,NA,126,108,NA,NA,NA,76,NA,26,NA,NA,NA,Cohort,China,2020/1/3,2020/3/16,NA,NA,54
957-205   Older,Wei et al.,307,NA,NA,NA,248,183,NA,NA,NA,144,NA,41,NA,NA,NA,Cohort,China,2020/1/3,2020/3/16,NA,NA,69
957-206,Wu et al.,148,NA,NA,NA,60,66,NA,NA,NA,NA,NA,NA,5,NA,32,Cohort,China,2020/1/25,2020/4/18,NA,NA,84
957-207,Liu et al.,74,NA,NA,NA,NA,66,33,NA,15,50,NA,9,11,NA,7,Cohort,China,2020/2/15,2020/3/1,NA,NA,42
957-208,Wang et al.,1012,761,579,155,761,531,220,144,170,NA,NA,231,152,NA,152,Cohort,China,2020/2/7,2020/2/12,NA,NA,50
957-21,Vaira et al.,72,NA,NA,NA,69,60,NA,37,NA,NA,NA,NA,30,NA,NA,Cohort,Italy,2020/3/31,2020/4/6,NA,49.2,NA
957-210,Zhao et al.,91,NA,NA,NA,59,75,NA,NA,NA,35,NA,NA,NA,NA,14,Cohort,China,2020/1/16,2020/2/10,NA,NA,46
957-211,Yan et al.,218,145,86,16,145,162,99,25,41,77,42,NA,28,NA,16,Cohort,China,2020/1/21,2020/6/27,NA,NA,42.9
957-212,Xie et al.,733,NA,NA,NA,630,550,NA,NA,NA,402,NA,444,NA,NA,90,Cohort,China,2020/1/1,2020/2/29,NA,NA,65
957-213,Xiong et al.,917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/18,2020/3/20,NA,48.7,NA
957-215,Chen et al.,51,NA,NA,NA,48,34,19,NA,7,14,NA,18,4,NA,6,Cohort,Hebei,2020/1/22,2020/3/25,NA,58.9,NA
957-216,Li Y et al.,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,China,2020/1/16,2020/2/19,NA,53.3,75
957-217,Li Y et al.,132,100,58,12,107,87,47,NA,9,44,56,14,NA,3,9,Cohort,China,2019/12/31,2020/4/5,NA,NA,65
957-22,Vaira et al.,106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Bologna,NA,NA,NA,49.6,NA
957-220 Children,Han et al.,7,NA,NA,NA,5,5,NA,NA,0,0,3,NA,NA,NA,4,Cohort,China,2020/1/31,2020/2/16,NA,1.3,NA
957-220 Adults,Han et al.,25,NA,NA,NA,24,19,NA,NA,13,13,10,NA,NA,NA,2,Cohort,China,2020/1/31,2020/2/16,NA,44,NA
957-221,Wang et al.,189,NA,NA,NA,162,113,NA,NA,35,68,NA,17,19,18,25,Cohort,China,2020/1/18,2020/2/3,NA,44,NA
957-222,Wei et al.,276,207,150,43,227,218,137,26,26,141,42,NA,24,23,6,Cohort,Hubei,2020/1/27,2020/3/11,NA,NA,51
957-223,Wu et al.,71,NA,NA,NA,69,39,NA,NA,24,51,NA,43,NA,NA,NA,Cohort,China,NA,NA,NA,NA,61
957-227,Yao et al.,108,78,44,10,80,84,34,NA,28,NA,NA,15,1,NA,8,Cohort,China,2020/1/30,2020/2/11,NA,NA,52
957-228,Yoon et al.,26,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,Cohort,American,2020/3/3,2020/5/6,NA,63.6,NA
957-229,Yoshimura et al.,17,NA,NA,NA,14,14,9,7,2,8,NA,6,NA,4,1,Cohort,Japan,2020/2/5,2020/2/19,NA,69,NA
957-23,Almazeedi et al.,1096,NA,NA,NA,NA,314,24,129,75,38,30,NA,70,18,16,Cohort,Kuwait,2020/2/24,2020/4/20,NA,NA,41
957-230,Yu et al.,141,NA,NA,NA,91,76,50,NA,12,55,NA,46,4,4,6,Cohort,China,2020/2/12,2020/2/19,NA,NA,81
957-231,Yue et al.,86,NA,NA,NA,41,38,NA,16,14,NA,6,NA,11,NA,1,Cohort,China,2020/1/21,2020/2/11,NA,NA,41
957-232,Chen et al.,32,NA,20,9,20,10,NA,NA,NA,4,NA,NA,NA,NA,3,Cohort,China,2020/1/15,2020/3/15,NA,NA,NA
957-234,Zerah et al.,821,NA,NA,NA,452,367,NA,NA,97,NA,NA,NA,33,61,120,Cohort,American,2020/3/13,2020/4/15,NA,86,NA
957-237,Zheng et al.,52,NA,NA,NA,21,25,NA,NA,NA,5,NA,0,0,NA,1,Cohort,China,2020/1/21,2020/2/29,NA,NA,9
957-238,Zhong et al.,48,NA,NA,NA,43,41,41,9,5,22,NA,9,5,4,7,Cohort,china,2020/1/16,2020/3/2,NA,44.35,41
957-239 Survivors,Zhou et al.,67,NA,NA,NA,40,49,24,NA,32,32,NA,NA,9,14,2,Cohort,china,2020/1/12,2020/2/26,NA,70.6,NA
957-239    Non-survivors,Zhou et al.,51,NA,NA,NA,42,32,13,NA,28,28,NA,NA,6,24,3,Cohort,china,2020/1/12,2020/2/26,NA,73.1,NA
957-24,Filosto et al.,30,NA,NA,NA,23,20,NA,NA,NA,NA,NA,17,NA,NA,NA,Cohort,Italy,2020/3/1,2020/4/1,NA,NA,NA
957-25        No Ocular Manifestation,Abrishami et al.,50,NA,NA,NA,18,32,NA,8,24,NA,NA,31,10,17,NA,Cohort,Iran,NA,NA,NA,61.5,NA
957-25     Ocular Manifestation,Abrishami et al.,92,NA,NA,NA,37,47,NA,12,40,NA,NA,37,15,22,NA,Cohort,Iran,NA,NA,NA,63.3,NA
957-26 ,Agarwal et al.,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,American,2020/3/1,2020/5/10,NA,NA,61
957-28,Al Mutair et al.,401,NA,146,NA,NA,215,30,88,57,104,90,NA,65,26,30,Cohort,Saudi Arabia,2020/4/22,2020/5/22,NA,38.16,36
957-29,Al-Omari et al.,401,NA,NA,NA,145,215,31,88,58,106,88,NA,65,27,31,Cohort,Saudi Arabia,2020/4/22,2020/5/21,NA,48,36
957-3,Berenguer et al.,4035,NA,NA,NA,3268,2897,972,NA,1004,NA,NA,1981,NA,NA,NA,Cohort,spain,2020/3/17,2020/4/17,NA,NA,33
957-30,Alshami et al.,128,NA,19,NA,19,24,NA,20,23,NA,13,13,22,3,9,Cohort,Saudi Arabia,2020/3/16,2020/4/6,NA,39.6,NA
957-31,Silent et al.,1519,NA,NA,NA,333,429,NA,257,202,NA,NA,NA,193,NA,NA,Cohort,Saudi Arabia,2020/3/1,2020/3/31,NA,NA,36
957-32,Azwar et al.,44,NA,NA,NA,26,26,NA,8,3,NA,25,NA,NA,5,7,Cohort,Indonesia,2020/4/1,2020/8/1,NA,NA,NA
957-33,Wang et al.,483,307,195,58,NA,279,NA,NA,149,22,131,NA,102,68,36,Cohort, china,2020/2/6,2020/2/15,NA,NA,50
957-34,Wu et al.,91,NA,NA,NA,72,72,36,10,11,35,27,NA,NA,7,13,Cohort,China,2020/1/20,2020/2/19,NA,50,NA
957-35,Yang et al.,124,NA,NA,NA,68,43,NA,3,1,59,64,NA,4,14,9,Cohort,Washington,2020/2/1,2020/3/18,NA,80.7,NA
957-36,Barillari et al.,294,NA,NA,NA,110,74,NA,NA,84,69,NA,NA,73,22,45,Cohort,Italy,2020/3/1,NA,NA,41,NA
957-37 COVID-19 group,Beltran et al.,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Spain,2020/3/23,2020/3/25,NA,61.6,NA
957-37 influenza group,Beltran et al.,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,Spain,2020/3/23,2020/3/25,NA,61.1,NA
957-38 COVID-19 positive,Brendish et al.,197,NA,NA,NA,103,128,53,50,62,117,130,NA,73,NA,57,Cohort,UK,2020/3/20,2020/4/29,NA,NA,68
957-38 COVID-19 negative,Brendish et al.,302,NA,NA,NA,97,124,56,45,58,144,179,NA,78,NA,42,Cohort,UK,2020/3/20,2020/4/29,NA,NA,69
957-39,Buckner et al.,105,NA,NA,NA,49,76,19,7,25,51,NA,56,8,23,24,Cohort,USA,2020/3/2,2020/3/26,NA,NA,69
957-4,Romero et al.,841,NA,NA,NA,736,644,NA,NA,145,NA,NA,NA,119,NA,NA,Cohort,American,2020/3/1,2020/4/1,NA,66.4,NA
957-40,Burrer et al.,9282,NA,NA,NA,3196,3694,NA,1790,3122,NA,1930,NA,3048,923,1507,Cohort,U.S.,2020/2/12,2020/4/9,NA,NA,42
957-42,Yu et al.,1464,NA,NA,NA,1259,520,NA,NA,54,346,NA,69,29,17,74,Cohort,china,2020/1/14,2020/2/28,NA,NA,64
957-43,Campiglio et al.,126,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,77,NA,NA,NA,Cohort,Italy,NA,NA,NA,NA,NA
957-44    Control patients,Carignan et al.,134,NA,NA,NA,35,96,43,72,29,NA,NA,49,62,17,31,Case Control,Quebec,2020/5/10,2020/5/23,134,NA,57.2
957-45,Chachkhiani et al.,250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,Cohort,American,2020/3/1,2020/3/31,NA,60,NA
957-47,Chary et al.,115,NA,NA,NA,70,49,NA,NA,57,NA,NA,NA,62,NA,20,Cohort,American,2020/3/25,2020/4/18,NA,NA,47
957-49,Chu et al.,54,NA,NA,NA,36,17,NA,1,3,9,NA,5,NA,1,3,Cohort, china ,2020/1/7,2020/2/11,NA,NA,39
957-5,Kremer et al. ,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,Cohort,American,2020/3/16,2020/4/9,NA,65,66
957-50,Cummings et al.,257,NA,NA,NA,183,169,NA,15,67,NA,190,NA,10,NA,32,Cohort,New York,2020/3/2,2020/4/1,NA,NA,62
957-51,Liu et al.,590,NA,NA,NA,471,241,NA,NA,19,199,74,291,22,NA,80,Cohort,China,2020/2/3,2020/2/15,NA,NA,72
957-52,Wang et al.,143,NA,NA,NA,137,78,22,NA,49,93,48,31,7,14,26,Cohort,China,2020/1/15,2020/2/28,NA,NA,58
957-53,de et al.,9807,NA,NA,NA,4926,5737,NA,NA,868,2022,NA,559,1980,NA,192,Cohort,Brazil,NA,2020/8/1,NA,70.21,68
957-54,Dell¡¦Era et al.,355,NA,NA,NA,256,170,NA,NA,NA,143,NA,77,NA,NA,70,Cohort,Italy,2020/3/10,2020/3/30,NA,NA,50
957-56,Derespina et al.,70,NA,NA,NA,51,50,NA,NA,13,NA,45,NA,15,24,18,Cohort,New York,2020/3/14,2020/5/2,NA,NA,15
957-57,Di et al.,310,NA,NA,NA,288,183,NA,NA,5,5,107,NA,32,NA,NA,Cohort,Italy,2020/2/29,2020/3/19,NA,NA,64
957-59,El et al.,74,NA,NA,NA,8,5,NA,NA,NA,NA,NA,NA,NA,NA,4,Cohort,Marrakesh,2020/3/2,2020/4/1,NA,7,NA
957-6,Salahuddin et al.,574,NA,NA,NA,370,400,NA,NA,31,261,458,NA,30,NA,NA,Cohort,Ohio,2020/3/20,2020/5/20,NA,62.8,NA
957-60,Erinoso et al.,632,NA,NA,NA,93,111,NA,32,NA,NA,44,NA,35,3,15,Cohort,?Nigeria,2020/4/1,2020/5/31,NA,40.1,40
957-61,Escalard et al.,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Case Control,American,2020/3/15,2020/4/30,34,67.6,NA
957-62,Chen et al.,681,NA,NA,NA,584,462,NA,NA,NA,352,NA,123,NA,NA,119,Cohort,china,2020/1/3,2020/4/9,NA,NA,65
957-64        PD with COVID-19,Fasano et al.,105,NA,NA,NA,74,62,NA,NA,35,40,17,NA,NA,15,28,Case Control,Italy,NA,NA,92,NA,NA
"957-64        Controls with
COVID-19",Fasano et al.,92,NA,NA,NA,67,55,NA,NA,30,31,26,NA,NA,15,20,Case Control,Italy,NA,NA,92,NA,NA
957-65,Feng et al.,114,63,NA,15,78,49,9,NA,10,30,18,NA,8,3,8,Cohort,china,2020/1/23,2020/2/22,NA,63.96,NA
957-66,Ferguson et al.,72,NA,NA,NA,53,42,15,10,32,26,NA,NA,14,17,19,Cohort,USA,2020/3/13,2020/4/11,NA,NA,83.5
957-67,Frontera et al.,4491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,New York,2020/3/10,2020/5/20,NA,NA,NA
957-68,Chen et al.,21,20,19,7,20,16,5,NA,8,17,NA,11,2,NA,4,Cohort,China,NA,2020/1/27,NA,NA,56
957-69,Gaborieau et al.,192,NA,NA,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,Cohort,France,2020/3/17,2020/3/23,NA,NA,1
957-7,Kremer et al.,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,Cohort,France,2020/3/23,2020/4/27,NA,61,NA
957-70,Gao et al.,96,NA,NA,NA,77,55,16,21,NA,24,14,NA,15,5,9,Cohort,China,2020/1/15,2020/3/30,NA,43,NA
957-71,Garazzino et al.,168,138,NA,NA,138,82,NA,NA,NA,3,NA,16,NA,NA,22,Cohort,Italy,2020/3/25,2020/4/10,NA,5,2.3
957-72 COVID-19 Severity            Mild to Moderate,Ghweil et al.,36,NA,NA,NA,30,17,NA,9,NA,NA,NA,16,8,NA,1,Cohort,Egypt,2020/3/1,2020/4/1,NA,55.5,NA
957-72 COVID-19 Severity Severe/Critical,Ghweil et al.,30,NA,NA,NA,28,16,NA,14,NA,NA,NA,24,10,NA,0,Cohort,Egypt,2020/3/1,2020/4/1,NA,62.6,NA
957-73,Giacomelli et al.,59,NA,NA,NA,43,22,NA,1,NA,NA,NA,15,2,NA,NA,Cohort,Italy,2020/3/19,NA,NA,NA,60
957-74,Gorzkowski et al.,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,France,2020/3/1,2020/3/31,NA,38.5,NA
957-75,Zhang et al.,194,NA,NA,NA,146,86,NA,98,44,NA,71,NA,33,NA,36,Cohort,China,2020/1/22,2020/2/28,NA,NA,48.3
957-76,Zhang et al.,88,NA,NA,NA,71,32,28,NA,15,43,NA,NA,8,NA,11,Cohort,China,2020/1/28,2020/2/24,NA,NA,55
957-78,Hintschich et al.,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cohort,Germany,NA,NA,NA,NA,37
957-79,Hong et al.,98,NA,NA,NA,62,58,39,NA,37,NA,NA,32,NA,NA,NA,Cohort,Daegu,NA,2020/3/29,NA,55.4,NA
957-8,Zhan et al.,405,NA,NA,NA,311,216,NA,29,NA,155,NA,9,5,NA,NA,Cohort,China,2020/1/12,2020/3/8,NA,NA,56
957-81,Shi et al.,105,NA,NA,NA,98,79,39,16,9,9,26,NA,7,19,22,Cohort,China,2020/1/17,2020/2/20,NA,NA,42
957-82,Chen et al.,3309,NA,NA,NA,2275,1868,1381,NA,237,490,NA,1049,NA,188,620,Cohort,China,2020/1/18,2020/3/27,NA,NA,NA
957-84,Li et al.,164,NA,NA,NA,93,56,NA,NA,NA,86,NA,20,15,78,10,Cohort,China,2020/1/1,2020/1/20,NA,NA,41
957-85 Exposure group,Lian et al.,393,NA,NA,NA,320,261,134,68,42,67,17,NA,27,NA,NA,Case Control,China,2020/1/17,2020/2/7,395,43.47,NA
957-85    Control group,Lian et al.,395,NA,NA,NA,316,245,131,43,49,72,20,NA,48,NA,NA,Case Control,China,2020/1/17,2020/2/7,395,48.19,NA
957-86,Lian et al.,465,NA,184,36,399,312,156,75,51,95,22,NA,50,22,36,Cohort,China,2020/1/17,2020/1/31,NA,NA,45
957-87,Liu et al.,1190,NA,NA,NA,971,879,417,39,133,434,NA,548,61,NA,NA,Cohort,China,2019/12/29,2020/2/28,NA,NA,57
957-88      Mild case,Lee et al.,557,NA,NA,NA,80,262,244,124,93,NA,NA,58,115,NA,134,Cohort,korea,2020/2/21,2020/4/2,NA,52.1,NA
957-88      Severe case,Lee et al.,137,NA,NA,NA,31,66,50,31,22,NA,NA,33,25,NA,32,Cohort,korea,2020/2/21,2020/4/2,NA,71.4,NA
957-89,Jalessi et al.,92,NA,NA,NA,29,23,NA,4,34,NA,NA,12,9,9,NA,Cohort,Iran,2020/2/1,2020/3/1,NA,52.94,NA
